IP:PORT, LOSS, DELAY
162.159.195.116:4500,0.00%,186 ms
162.159.195.16:943,0.00%,187 ms
162.159.195.111:3476,0.00%,187 ms
162.159.195.84:946,0.00%,187 ms
162.159.195.213:1070,0.00%,187 ms
162.159.195.189:1070,0.00%,187 ms
162.159.195.157:4500,0.00%,187 ms
162.159.195.235:1070,0.00%,187 ms
162.159.195.216:1070,0.00%,188 ms
162.159.195.70:946,0.00%,188 ms
162.159.195.181:1070,0.00%,188 ms
162.159.195.184:1070,0.00%,188 ms
162.159.195.1:946,0.00%,188 ms
162.159.195.109:3476,0.00%,188 ms
162.159.195.54:7152,0.00%,188 ms
162.159.195.61:7152,0.00%,188 ms
162.159.195.245:4233,0.00%,188 ms
162.159.195.224:988,0.00%,188 ms
162.159.195.207:1070,0.00%,188 ms
162.159.195.48:946,0.00%,189 ms
162.159.195.21:946,0.00%,189 ms
162.159.195.107:4500,0.00%,189 ms
162.159.195.201:1070,0.00%,189 ms
162.159.195.31:7152,0.00%,189 ms
162.159.195.225:988,0.00%,190 ms
162.159.195.46:946,0.00%,190 ms
162.159.195.75:946,0.00%,190 ms
162.159.195.178:1070,0.00%,190 ms
162.159.195.98:3476,0.00%,190 ms
162.159.195.130:4500,0.00%,190 ms
162.159.195.159:3476,0.00%,191 ms
162.159.195.153:3476,0.00%,191 ms
162.159.195.174:3476,0.00%,192 ms
162.159.195.109:4500,0.00%,192 ms
162.159.195.91:946,0.00%,192 ms
162.159.195.75:7152,0.00%,193 ms
162.159.192.143:1701,0.00%,193 ms
162.159.195.41:7152,0.00%,193 ms
162.159.192.151:1843,0.00%,194 ms
162.159.192.170:1843,0.00%,194 ms
188.114.99.150:988,0.00%,194 ms
162.159.195.185:1070,0.00%,195 ms
188.114.99.51:1843,0.00%,195 ms
188.114.99.30:4177,0.00%,195 ms
188.114.97.179:1002,0.00%,196 ms
162.159.195.110:3476,0.00%,197 ms
188.114.96.248:8886,0.00%,197 ms
188.114.96.158:3854,0.00%,197 ms
188.114.99.155:939,0.00%,197 ms
188.114.98.30:4500,0.00%,197 ms
188.114.99.199:890,0.00%,197 ms
188.114.99.3:4198,0.00%,197 ms
188.114.99.114:939,0.00%,198 ms
188.114.99.189:890,0.00%,198 ms
188.114.96.143:3854,0.00%,198 ms
188.114.96.199:3854,0.00%,198 ms
162.159.192.85:1701,0.00%,198 ms
188.114.97.172:7152,0.00%,199 ms
162.159.192.32:1701,0.00%,199 ms
162.159.192.35:1701,0.00%,199 ms
188.114.98.4:955,0.00%,199 ms
162.159.195.41:946,0.00%,199 ms
188.114.97.61:1018,0.00%,200 ms
162.159.192.172:1701,0.00%,200 ms
188.114.99.245:890,0.00%,200 ms
188.114.98.27:955,0.00%,200 ms
162.159.192.32:1843,0.00%,200 ms
162.159.195.5:943,0.00%,200 ms
162.159.195.140:3476,0.00%,206 ms
188.114.99.79:4177,0.00%,207 ms
188.114.99.150:939,0.00%,207 ms
188.114.96.143:1070,0.00%,207 ms
188.114.99.59:1843,0.00%,207 ms
188.114.96.147:3854,0.00%,207 ms
188.114.96.32:1701,0.00%,208 ms
188.114.98.60:4500,0.00%,208 ms
188.114.96.13:4233,0.00%,208 ms
188.114.96.222:8886,0.00%,208 ms
188.114.98.54:4500,0.00%,208 ms
188.114.99.186:988,0.00%,209 ms
162.159.195.122:4500,0.00%,209 ms
188.114.99.135:939,0.00%,209 ms
188.114.96.26:4233,0.00%,209 ms
188.114.99.168:939,0.00%,209 ms
188.114.96.218:8319,0.00%,209 ms
188.114.96.73:8854,0.00%,209 ms
188.114.99.105:939,0.00%,209 ms
188.114.96.211:8886,0.00%,209 ms
188.114.96.50:8854,0.00%,209 ms
188.114.98.15:4500,0.00%,209 ms
188.114.99.64:1843,0.00%,210 ms
188.114.97.4:8886,0.00%,210 ms
162.159.195.35:7152,0.00%,210 ms
188.114.98.165:7281,0.00%,210 ms
188.114.97.69:1018,0.00%,210 ms
188.114.99.76:4177,0.00%,210 ms
188.114.96.171:3854,0.00%,210 ms
188.114.96.199:1070,0.00%,210 ms
188.114.96.5:4233,0.00%,210 ms
188.114.97.209:7152,0.00%,210 ms
188.114.99.54:4177,0.00%,210 ms
188.114.97.166:1002,0.00%,210 ms
188.114.97.115:939,0.00%,210 ms
188.114.97.90:939,0.00%,211 ms
188.114.98.63:955,0.00%,211 ms
188.114.99.219:878,0.00%,211 ms
188.114.99.179:939,0.00%,211 ms
188.114.98.227:4198,0.00%,211 ms
162.159.195.177:1070,0.00%,211 ms
188.114.99.207:890,0.00%,211 ms
188.114.96.84:500,0.00%,211 ms
188.114.96.110:3854,0.00%,211 ms
188.114.96.157:1070,0.00%,211 ms
188.114.98.54:955,0.00%,211 ms
188.114.99.77:4177,0.00%,211 ms
188.114.97.230:7152,0.00%,211 ms
188.114.96.218:8886,0.00%,211 ms
188.114.99.139:939,0.00%,211 ms
162.159.195.112:4500,0.00%,211 ms
188.114.99.226:890,0.00%,211 ms
188.114.98.33:4500,0.00%,211 ms
188.114.97.228:7152,0.00%,211 ms
188.114.97.80:939,0.00%,211 ms
188.114.97.189:1002,0.00%,211 ms
188.114.98.15:955,0.00%,211 ms
188.114.97.237:7152,0.00%,212 ms
188.114.97.194:7152,0.00%,212 ms
188.114.96.18:1701,0.00%,212 ms
188.114.99.186:939,0.00%,212 ms
188.114.99.206:878,0.00%,212 ms
188.114.99.193:878,0.00%,212 ms
188.114.97.27:8886,0.00%,212 ms
188.114.98.49:955,0.00%,212 ms
188.114.98.227:5279,0.00%,212 ms
188.114.96.172:1070,0.00%,212 ms
188.114.96.198:3854,0.00%,212 ms
188.114.96.169:3854,0.00%,212 ms
188.114.98.229:5279,0.00%,212 ms
188.114.98.36:4500,0.00%,212 ms
188.114.97.153:7152,0.00%,212 ms
188.114.97.139:7152,0.00%,212 ms
188.114.97.252:4500,0.00%,212 ms
188.114.96.73:500,0.00%,212 ms
188.114.97.85:1018,0.00%,212 ms
188.114.96.175:3854,0.00%,212 ms
188.114.96.191:3854,0.00%,212 ms
188.114.99.175:988,0.00%,212 ms
188.114.98.83:955,0.00%,213 ms
188.114.96.221:8886,0.00%,213 ms
188.114.96.234:8319,0.00%,213 ms
188.114.97.56:939,0.00%,213 ms
188.114.97.171:7152,0.00%,213 ms
188.114.96.100:8854,0.00%,213 ms
188.114.99.160:988,0.00%,213 ms
188.114.97.232:1002,0.00%,213 ms
188.114.99.104:939,0.00%,213 ms
188.114.99.203:878,0.00%,213 ms
188.114.99.194:878,0.00%,213 ms
188.114.99.240:878,0.00%,213 ms
188.114.96.158:1070,0.00%,213 ms
188.114.99.59:4177,0.00%,213 ms
188.114.99.210:890,0.00%,213 ms
188.114.96.237:8319,0.00%,213 ms
188.114.97.156:7152,0.00%,213 ms
188.114.97.49:1018,0.00%,213 ms
188.114.97.233:1002,0.00%,213 ms
188.114.98.207:4198,0.00%,213 ms
188.114.99.106:939,0.00%,213 ms
188.114.96.23:4233,0.00%,213 ms
188.114.97.243:955,0.00%,213 ms
188.114.96.226:8886,0.00%,214 ms
188.114.97.27:8319,0.00%,214 ms
188.114.99.204:890,0.00%,214 ms
188.114.96.71:500,0.00%,214 ms
188.114.97.33:8319,0.00%,214 ms
188.114.96.176:1070,0.00%,214 ms
188.114.97.21:8319,0.00%,214 ms
188.114.96.147:1070,0.00%,214 ms
188.114.97.54:1018,0.00%,214 ms
188.114.97.178:7152,0.00%,214 ms
188.114.97.120:939,0.00%,214 ms
188.114.99.202:878,0.00%,214 ms
188.114.97.243:4500,0.00%,214 ms
188.114.99.12:5279,0.00%,214 ms
188.114.99.55:1843,0.00%,214 ms
188.114.96.226:8319,0.00%,214 ms
188.114.96.85:8854,0.00%,214 ms
188.114.98.241:5279,0.00%,214 ms
188.114.96.85:500,0.00%,214 ms
188.114.97.179:7152,0.00%,214 ms
188.114.99.105:988,0.00%,214 ms
188.114.98.102:955,0.00%,214 ms
188.114.96.21:1701,0.00%,214 ms
188.114.96.26:1701,0.00%,214 ms
188.114.99.99:939,0.00%,214 ms
162.159.192.239:1701,0.00%,214 ms
188.114.97.8:8319,0.00%,214 ms
188.114.97.139:1002,0.00%,214 ms
188.114.99.103:939,0.00%,214 ms
188.114.99.85:1843,0.00%,214 ms
188.114.96.185:1070,0.00%,214 ms
188.114.99.89:1843,0.00%,214 ms
188.114.98.82:4500,0.00%,215 ms
188.114.98.14:4500,0.00%,215 ms
188.114.97.35:8319,0.00%,215 ms
188.114.96.224:8319,0.00%,215 ms
188.114.99.199:878,0.00%,215 ms
188.114.99.68:1843,0.00%,215 ms
188.114.97.111:939,0.00%,215 ms
188.114.97.38:8319,0.00%,215 ms
188.114.97.229:1002,0.00%,215 ms
188.114.99.245:878,0.00%,215 ms
188.114.99.159:988,0.00%,215 ms
188.114.96.0:4233,0.00%,215 ms
188.114.96.228:8319,0.00%,215 ms
188.114.98.64:4500,0.00%,215 ms
162.159.195.56:946,0.00%,215 ms
188.114.96.14:4233,0.00%,215 ms
188.114.96.38:4233,0.00%,215 ms
188.114.97.1:8886,0.00%,215 ms
188.114.97.71:939,0.00%,215 ms
188.114.99.251:890,0.00%,215 ms
188.114.98.77:955,0.00%,216 ms
188.114.96.87:8854,0.00%,216 ms
188.114.99.242:878,0.00%,216 ms
188.114.98.64:955,0.00%,216 ms
188.114.96.46:500,0.00%,216 ms
188.114.99.169:939,0.00%,216 ms
188.114.96.213:8319,0.00%,216 ms
188.114.99.117:988,0.00%,216 ms
188.114.97.211:7152,0.00%,216 ms
188.114.96.32:4233,0.00%,216 ms
188.114.98.240:4198,0.00%,216 ms
188.114.99.134:988,0.00%,216 ms
188.114.96.219:8319,0.00%,216 ms
188.114.98.184:5279,0.00%,216 ms
188.114.96.205:8886,0.00%,216 ms
188.114.99.133:939,0.00%,216 ms
188.114.96.153:3854,0.00%,216 ms
188.114.99.167:939,0.00%,216 ms
188.114.97.175:1002,0.00%,216 ms
188.114.97.227:7152,0.00%,216 ms
188.114.98.97:955,0.00%,216 ms
188.114.98.84:7281,0.00%,216 ms
188.114.96.33:1701,0.00%,216 ms
188.114.96.35:1701,0.00%,216 ms
188.114.97.8:8886,0.00%,216 ms
188.114.97.204:7152,0.00%,216 ms
188.114.97.87:1018,0.00%,216 ms
188.114.97.96:1018,0.00%,216 ms
188.114.97.159:1002,0.00%,217 ms
188.114.97.13:8319,0.00%,217 ms
188.114.98.98:7281,0.00%,217 ms
188.114.96.174:3854,0.00%,217 ms
188.114.98.47:955,0.00%,217 ms
188.114.98.14:955,0.00%,217 ms
188.114.96.76:8854,0.00%,217 ms
188.114.97.157:7152,0.00%,217 ms
188.114.99.116:939,0.00%,217 ms
188.114.97.47:1018,0.00%,217 ms
188.114.96.202:3854,0.00%,217 ms
188.114.98.77:4500,0.00%,217 ms
188.114.97.47:939,0.00%,217 ms
188.114.99.167:988,0.00%,217 ms
188.114.99.157:988,0.00%,217 ms
188.114.96.27:1701,0.00%,217 ms
188.114.99.173:988,0.00%,217 ms
188.114.98.205:5279,0.00%,217 ms
188.114.99.128:988,0.00%,217 ms
188.114.99.54:1843,0.00%,218 ms
188.114.99.120:988,0.00%,218 ms
188.114.99.87:4177,0.00%,218 ms
188.114.97.0:8319,0.00%,218 ms
188.114.97.96:939,0.00%,218 ms
188.114.99.172:988,0.00%,218 ms
188.114.99.228:890,0.00%,218 ms
188.114.96.108:3854,0.00%,218 ms
188.114.97.173:1002,0.00%,218 ms
188.114.98.61:955,0.00%,218 ms
188.114.96.108:1070,0.00%,218 ms
188.114.96.100:500,0.00%,218 ms
188.114.96.23:1701,0.00%,218 ms
162.159.195.166:4500,0.00%,218 ms
188.114.99.157:939,0.00%,218 ms
188.114.97.158:7152,0.00%,218 ms
188.114.97.225:7152,0.00%,218 ms
188.114.97.229:7152,0.00%,218 ms
188.114.96.152:1070,0.00%,218 ms
188.114.96.5:1701,0.00%,218 ms
188.114.97.118:939,0.00%,218 ms
188.114.97.22:8886,0.00%,218 ms
188.114.97.184:7152,0.00%,219 ms
188.114.98.29:4500,0.00%,219 ms
188.114.99.159:939,0.00%,219 ms
188.114.98.26:4500,0.00%,219 ms
188.114.99.166:988,0.00%,219 ms
188.114.98.250:4198,0.00%,219 ms
188.114.96.220:8319,0.00%,219 ms
188.114.98.11:955,0.00%,219 ms
188.114.99.177:939,0.00%,219 ms
188.114.96.36:4233,0.00%,219 ms
188.114.98.4:4500,0.00%,219 ms
188.114.97.66:939,0.00%,219 ms
188.114.96.135:1070,0.00%,219 ms
188.114.98.117:7281,0.00%,219 ms
188.114.97.117:1018,0.00%,219 ms
188.114.96.24:4233,0.00%,219 ms
188.114.99.109:939,0.00%,219 ms
188.114.98.134:7281,0.00%,220 ms
188.114.99.169:988,0.00%,220 ms
188.114.98.115:955,0.00%,220 ms
188.114.96.79:8854,0.00%,220 ms
188.114.96.146:1070,0.00%,220 ms
188.114.97.228:1002,0.00%,220 ms
188.114.98.120:7281,0.00%,220 ms
188.114.99.118:939,0.00%,220 ms
188.114.97.21:8886,0.00%,220 ms
188.114.96.63:500,0.00%,220 ms
188.114.97.124:939,0.00%,220 ms
188.114.98.70:4500,0.00%,220 ms
188.114.96.50:500,0.00%,220 ms
188.114.96.81:8854,0.00%,220 ms
188.114.96.71:8854,0.00%,220 ms
188.114.99.251:878,0.00%,220 ms
188.114.97.175:7152,0.00%,220 ms
188.114.98.29:955,0.00%,220 ms
188.114.96.39:1701,0.00%,220 ms
188.114.96.204:8319,0.00%,220 ms
188.114.99.113:988,0.00%,220 ms
188.114.98.60:955,0.00%,220 ms
188.114.96.34:1701,0.00%,220 ms
188.114.99.228:878,0.00%,220 ms
188.114.98.113:7281,0.00%,220 ms
188.114.98.231:5279,0.00%,221 ms
188.114.98.96:7281,0.00%,221 ms
188.114.97.135:1002,0.00%,221 ms
188.114.96.252:8886,0.00%,221 ms
188.114.97.61:939,0.00%,221 ms
188.114.97.104:1018,0.00%,221 ms
188.114.97.172:1002,0.00%,221 ms
188.114.96.136:3854,0.00%,221 ms
188.114.99.47:4177,0.00%,221 ms
188.114.99.165:939,0.00%,221 ms
188.114.99.24:1843,0.00%,221 ms
188.114.96.72:500,0.00%,221 ms
188.114.98.85:955,0.00%,221 ms
188.114.96.149:1070,0.00%,221 ms
188.114.98.97:7281,0.00%,221 ms
188.114.97.119:939,0.00%,221 ms
188.114.98.249:5279,0.00%,221 ms
188.114.97.107:939,0.00%,222 ms
188.114.98.69:955,0.00%,222 ms
188.114.98.28:955,0.00%,222 ms
188.114.97.162:7152,0.00%,222 ms
188.114.97.156:1002,0.00%,222 ms
188.114.97.30:8319,0.00%,222 ms
188.114.97.70:1018,0.00%,222 ms
188.114.99.216:878,0.00%,222 ms
188.114.97.168:7152,0.00%,222 ms
188.114.99.113:939,0.00%,222 ms
188.114.98.238:5279,0.00%,222 ms
188.114.96.171:1070,0.00%,222 ms
188.114.96.60:8854,0.00%,222 ms
188.114.96.145:3854,0.00%,222 ms
188.114.97.130:939,0.00%,222 ms
188.114.99.143:988,0.00%,222 ms
188.114.97.183:7152,0.00%,222 ms
188.114.99.72:4177,0.00%,222 ms
188.114.99.209:890,0.00%,222 ms
188.114.96.132:3854,0.00%,222 ms
188.114.99.152:939,0.00%,222 ms
188.114.99.128:939,0.00%,222 ms
188.114.99.215:878,0.00%,222 ms
188.114.98.244:4198,0.00%,223 ms
188.114.97.75:939,0.00%,223 ms
188.114.99.243:878,0.00%,223 ms
188.114.97.84:939,0.00%,223 ms
188.114.96.190:1070,0.00%,223 ms
188.114.97.236:1002,0.00%,223 ms
188.114.96.172:3854,0.00%,223 ms
188.114.96.175:1070,0.00%,223 ms
188.114.98.245:5279,0.00%,223 ms
188.114.96.20:4233,0.00%,223 ms
188.114.96.150:3854,0.00%,223 ms
188.114.96.115:1070,0.00%,223 ms
188.114.97.126:1018,0.00%,223 ms
188.114.97.48:939,0.00%,223 ms
162.159.195.151:4500,0.00%,223 ms
188.114.97.135:7152,0.00%,223 ms
188.114.99.224:890,0.00%,223 ms
188.114.98.225:5279,0.00%,223 ms
188.114.99.176:988,0.00%,223 ms
188.114.99.218:878,0.00%,223 ms
188.114.99.155:988,0.00%,223 ms
188.114.96.169:1070,0.00%,223 ms
188.114.96.233:8319,0.00%,223 ms
188.114.96.235:8319,0.00%,223 ms
188.114.99.146:939,0.00%,223 ms
188.114.98.87:7281,0.00%,223 ms
188.114.96.254:8886,0.00%,224 ms
188.114.97.101:939,0.00%,224 ms
188.114.97.251:4500,0.00%,224 ms
188.114.99.205:878,0.00%,224 ms
188.114.98.88:955,0.00%,224 ms
188.114.96.198:1070,0.00%,224 ms
188.114.99.204:878,0.00%,224 ms
188.114.96.216:8319,0.00%,224 ms
188.114.99.135:988,0.00%,224 ms
188.114.97.36:8886,0.00%,224 ms
188.114.97.86:1018,0.00%,224 ms
188.114.97.103:1018,0.00%,224 ms
188.114.97.94:939,0.00%,224 ms
188.114.97.143:1002,0.00%,224 ms
188.114.96.129:3854,0.00%,224 ms
188.114.97.212:1002,0.00%,224 ms
188.114.97.74:939,0.00%,224 ms
188.114.99.23:1843,0.00%,224 ms
188.114.98.32:955,0.00%,224 ms
188.114.96.181:3854,0.00%,224 ms
188.114.99.182:988,0.00%,224 ms
188.114.97.81:939,0.00%,224 ms
188.114.98.110:955,0.00%,224 ms
188.114.96.203:8886,0.00%,224 ms
188.114.97.166:7152,0.00%,224 ms
188.114.98.133:7281,0.00%,224 ms
188.114.98.36:955,0.00%,224 ms
188.114.99.160:939,0.00%,224 ms
188.114.99.196:890,0.00%,224 ms
188.114.96.41:500,0.00%,224 ms
188.114.96.170:3854,0.00%,224 ms
188.114.97.88:939,0.00%,224 ms
188.114.99.252:890,0.00%,224 ms
188.114.97.142:1002,0.00%,224 ms
188.114.96.111:3854,0.00%,225 ms
188.114.96.49:8854,0.00%,225 ms
188.114.98.28:4500,0.00%,225 ms
188.114.99.242:890,0.00%,225 ms
188.114.97.176:1002,0.00%,225 ms
188.114.96.36:1701,0.00%,225 ms
188.114.98.109:955,0.00%,225 ms
188.114.96.116:3854,0.00%,225 ms
188.114.98.53:4500,0.00%,225 ms
188.114.97.215:7152,0.00%,225 ms
188.114.97.62:1018,0.00%,225 ms
188.114.98.88:7281,0.00%,225 ms
188.114.96.176:3854,0.00%,225 ms
188.114.98.141:955,0.00%,225 ms
188.114.98.141:7281,0.00%,225 ms
188.114.99.74:4177,0.00%,225 ms
188.114.96.209:8319,0.00%,225 ms
188.114.97.19:8886,0.00%,225 ms
188.114.99.119:939,0.00%,225 ms
188.114.97.129:1018,0.00%,225 ms
188.114.98.50:955,0.00%,225 ms
188.114.96.96:8854,0.00%,225 ms
188.114.97.239:1002,0.00%,225 ms
188.114.99.230:890,0.00%,225 ms
188.114.99.248:890,0.00%,225 ms
188.114.97.54:939,0.00%,225 ms
188.114.97.67:939,0.00%,225 ms
188.114.97.237:1002,0.00%,225 ms
188.114.99.222:878,0.00%,225 ms
188.114.97.32:8886,0.00%,225 ms
188.114.97.216:7152,0.00%,225 ms
188.114.96.101:500,0.00%,225 ms
188.114.99.111:988,0.00%,225 ms
188.114.96.15:1701,0.00%,225 ms
188.114.99.108:988,0.00%,225 ms
188.114.98.92:7281,0.00%,225 ms
188.114.97.234:1002,0.00%,226 ms
188.114.97.12:8886,0.00%,226 ms
188.114.99.120:939,0.00%,226 ms
188.114.96.185:3854,0.00%,226 ms
188.114.97.209:1002,0.00%,226 ms
188.114.98.218:5279,0.00%,226 ms
188.114.96.45:500,0.00%,226 ms
188.114.99.174:939,0.00%,226 ms
188.114.98.194:4198,0.00%,226 ms
188.114.96.209:8886,0.00%,226 ms
188.114.99.179:988,0.00%,226 ms
188.114.97.91:939,0.00%,226 ms
188.114.97.142:7152,0.00%,226 ms
188.114.96.20:1701,0.00%,226 ms
188.114.97.208:1002,0.00%,226 ms
188.114.97.59:939,0.00%,226 ms
188.114.98.43:4500,0.00%,226 ms
188.114.98.247:4198,0.00%,226 ms
188.114.96.21:4233,0.00%,226 ms
188.114.97.59:1018,0.00%,226 ms
188.114.97.1:8319,0.00%,226 ms
188.114.96.182:1070,0.00%,226 ms
188.114.99.158:939,0.00%,226 ms
188.114.99.0:5279,0.00%,226 ms
188.114.98.83:7281,0.00%,226 ms
188.114.97.36:8319,0.00%,226 ms
188.114.97.230:1002,0.00%,226 ms
188.114.99.101:939,0.00%,226 ms
188.114.96.6:4233,0.00%,226 ms
188.114.97.46:939,0.00%,226 ms
188.114.98.107:7281,0.00%,226 ms
188.114.97.34:8886,0.00%,226 ms
188.114.99.211:890,0.00%,226 ms
188.114.99.110:988,0.00%,226 ms
188.114.99.249:878,0.00%,226 ms
188.114.97.210:7152,0.00%,226 ms
188.114.99.227:890,0.00%,226 ms
188.114.97.44:1018,0.00%,226 ms
188.114.99.136:939,0.00%,226 ms
188.114.99.244:878,0.00%,227 ms
188.114.98.43:955,0.00%,227 ms
188.114.96.88:8854,0.00%,227 ms
188.114.97.195:1002,0.00%,227 ms
188.114.97.220:7152,0.00%,227 ms
188.114.99.254:890,0.00%,227 ms
188.114.97.71:1018,0.00%,227 ms
188.114.97.171:1002,0.00%,227 ms
188.114.96.104:1070,0.00%,227 ms
188.114.99.145:988,0.00%,227 ms
188.114.97.90:1018,0.00%,227 ms
188.114.96.177:1070,0.00%,227 ms
188.114.97.100:1018,0.00%,227 ms
188.114.96.138:3854,0.00%,227 ms
188.114.97.238:7152,0.00%,227 ms
188.114.97.7:8319,0.00%,227 ms
188.114.96.135:3854,0.00%,227 ms
188.114.99.10:4198,0.00%,227 ms
188.114.97.43:8886,0.00%,227 ms
188.114.98.135:955,0.00%,227 ms
188.114.97.68:939,0.00%,227 ms
188.114.96.137:1070,0.00%,227 ms
188.114.98.230:4198,0.00%,227 ms
188.114.96.124:3854,0.00%,227 ms
188.114.96.1:1701,0.00%,227 ms
188.114.96.197:3854,0.00%,227 ms
188.114.97.226:7152,0.00%,227 ms
188.114.96.227:8319,0.00%,227 ms
188.114.97.153:1002,0.00%,227 ms
188.114.96.52:500,0.00%,227 ms
188.114.96.43:500,0.00%,227 ms
188.114.98.47:4500,0.00%,227 ms
188.114.96.2:1701,0.00%,227 ms
188.114.98.48:4500,0.00%,227 ms
188.114.99.102:939,0.00%,227 ms
188.114.99.73:1843,0.00%,227 ms
188.114.97.186:1002,0.00%,227 ms
188.114.96.86:8854,0.00%,227 ms
188.114.99.115:939,0.00%,227 ms
188.114.97.110:1018,0.00%,227 ms
188.114.99.130:939,0.00%,227 ms
188.114.97.109:1018,0.00%,228 ms
188.114.96.104:3854,0.00%,228 ms
188.114.97.252:955,0.00%,228 ms
188.114.96.189:1070,0.00%,228 ms
162.159.195.249:4233,0.00%,228 ms
188.114.96.65:8854,0.00%,228 ms
188.114.98.225:4198,0.00%,228 ms
188.114.99.213:878,0.00%,228 ms
188.114.97.25:8886,0.00%,228 ms
188.114.97.224:7152,0.00%,228 ms
188.114.98.48:955,0.00%,228 ms
188.114.96.16:4233,0.00%,228 ms
188.114.96.138:1070,0.00%,228 ms
188.114.99.61:4177,0.00%,228 ms
188.114.97.39:8886,0.00%,228 ms
188.114.96.203:8319,0.00%,228 ms
188.114.99.232:890,0.00%,228 ms
188.114.99.107:939,0.00%,228 ms
188.114.98.246:5279,0.00%,228 ms
188.114.99.221:890,0.00%,228 ms
188.114.96.224:8886,0.00%,228 ms
188.114.99.133:988,0.00%,228 ms
188.114.96.56:500,0.00%,228 ms
188.114.99.134:939,0.00%,228 ms
188.114.96.52:8854,0.00%,228 ms
188.114.96.29:4233,0.00%,228 ms
188.114.97.244:4500,0.00%,228 ms
188.114.96.179:1070,0.00%,228 ms
188.114.99.221:878,0.00%,228 ms
188.114.97.148:7152,0.00%,228 ms
188.114.96.18:4233,0.00%,228 ms
188.114.98.106:7281,0.00%,228 ms
188.114.97.102:939,0.00%,228 ms
188.114.99.86:1843,0.00%,228 ms
188.114.97.132:1018,0.00%,228 ms
188.114.97.192:1002,0.00%,228 ms
188.114.97.180:1002,0.00%,228 ms
188.114.98.19:4500,0.00%,228 ms
188.114.97.2:8319,0.00%,228 ms
188.114.97.165:1002,0.00%,228 ms
188.114.99.89:4177,0.00%,228 ms
188.114.98.128:7281,0.00%,229 ms
188.114.96.163:3854,0.00%,229 ms
188.114.99.107:988,0.00%,229 ms
188.114.96.193:3854,0.00%,229 ms
188.114.98.230:5279,0.00%,229 ms
188.114.98.22:955,0.00%,229 ms
188.114.97.48:1018,0.00%,229 ms
188.114.98.101:955,0.00%,229 ms
188.114.96.122:1070,0.00%,229 ms
188.114.96.137:3854,0.00%,229 ms
188.114.97.6:8886,0.00%,229 ms
188.114.98.50:4500,0.00%,229 ms
188.114.99.30:1843,0.00%,229 ms
188.114.99.63:1843,0.00%,229 ms
188.114.96.109:3854,0.00%,229 ms
188.114.98.139:7281,0.00%,229 ms
188.114.98.44:955,0.00%,229 ms
188.114.96.72:8854,0.00%,229 ms
188.114.96.225:8886,0.00%,229 ms
188.114.99.96:988,0.00%,229 ms
188.114.99.180:939,0.00%,229 ms
188.114.97.67:1018,0.00%,229 ms
188.114.96.222:8319,0.00%,229 ms
188.114.97.194:1002,0.00%,229 ms
188.114.99.28:4177,0.00%,229 ms
188.114.96.161:3854,0.00%,229 ms
188.114.97.10:8319,0.00%,229 ms
188.114.99.140:939,0.00%,229 ms
188.114.98.129:955,0.00%,229 ms
188.114.96.232:8886,0.00%,229 ms
188.114.98.34:955,0.00%,229 ms
188.114.99.66:1843,0.00%,229 ms
188.114.99.71:1843,0.00%,229 ms
188.114.99.152:988,0.00%,229 ms
188.114.99.111:939,0.00%,229 ms
188.114.98.173:955,0.00%,229 ms
188.114.98.236:4198,0.00%,229 ms
188.114.99.231:890,0.00%,229 ms
188.114.96.7:4233,0.00%,229 ms
188.114.97.149:7152,0.00%,229 ms
188.114.99.1:4198,0.00%,229 ms
188.114.96.82:8854,0.00%,230 ms
188.114.99.237:890,0.00%,230 ms
188.114.98.104:7281,0.00%,230 ms
188.114.96.125:1070,0.00%,230 ms
188.114.96.112:3854,0.00%,230 ms
188.114.98.42:4500,0.00%,230 ms
188.114.96.244:8319,0.00%,230 ms
188.114.98.46:955,0.00%,230 ms
188.114.99.106:988,0.00%,230 ms
188.114.97.231:1002,0.00%,230 ms
188.114.96.65:500,0.00%,230 ms
188.114.99.209:878,0.00%,230 ms
188.114.96.231:8886,0.00%,230 ms
188.114.99.26:4177,0.00%,230 ms
188.114.96.223:8319,0.00%,230 ms
188.114.98.158:7281,0.00%,230 ms
188.114.99.215:890,0.00%,230 ms
188.114.97.89:939,0.00%,230 ms
188.114.96.64:500,0.00%,230 ms
188.114.99.188:878,0.00%,230 ms
188.114.97.20:8886,0.00%,230 ms
188.114.99.219:890,0.00%,230 ms
188.114.99.250:878,0.00%,230 ms
188.114.96.33:4233,0.00%,230 ms
188.114.96.182:3854,0.00%,230 ms
188.114.98.101:7281,0.00%,230 ms
188.114.99.194:890,0.00%,230 ms
188.114.97.65:939,0.00%,230 ms
188.114.99.210:878,0.00%,230 ms
188.114.97.15:8319,0.00%,230 ms
188.114.98.182:5279,0.00%,230 ms
188.114.96.212:8886,0.00%,230 ms
188.114.96.107:1070,0.00%,230 ms
188.114.98.69:4500,0.00%,230 ms
188.114.98.80:4500,0.00%,230 ms
188.114.99.192:890,0.00%,230 ms
188.114.96.80:500,0.00%,230 ms
188.114.96.205:8319,0.00%,230 ms
188.114.99.142:988,0.00%,230 ms
188.114.98.5:4500,0.00%,230 ms
188.114.96.178:1070,0.00%,230 ms
188.114.98.105:7281,0.00%,230 ms
188.114.97.124:1018,0.00%,230 ms
188.114.99.108:939,0.00%,230 ms
188.114.99.168:988,0.00%,230 ms
188.114.99.56:1843,0.00%,230 ms
